,0,1,2,3,4,5,6,7,8,9,10,11,12,13,cluster,_id
28,-1.1000125447,-0.4432703368,-0.8215930773,-0.1445284477,-0.8811263549,-1.3131482736,0.6336747913,0.2979820253,-0.2296740918,0.9981705278,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,5,47
29,0.5335828624,1.9927181587,0.5183657537,0.5732696239,0.1175004241,1.3818593169,-1.1728104614,-0.8878230099,0.4809846143,0.2678470749,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32815
30,-1.1496228173,-0.5843507516,0.1163781044,-0.2415281871,-0.4217580366,-1.2079301349,0.8389572064,-0.4566211789,-0.9119064496,0.9209397297,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,5,54
31,0.4272751353,-0.3962435319,0.3843698706,0.398670093,1.495605379,1.2812158799,1.1263525875,-0.3488207212,-1.1677435838,0.3658109731,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32822
32,0.1721365902,-0.5467293077,2.2603122339,-0.1542284217,0.3172257798,1.1663400377,1.1674090705,-2.6126303337,-2.8448981301,0.478806369,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32829
33,0.4166443626,-0.321000644,-0.2856095449,-0.9690262327,-0.6614284635,1.3101889905,0.9210701724,0.1362813387,-0.6276429672,-0.0203430172,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,62
34,-0.4586225909,-0.4808917808,-0.6875971942,-0.5228274314,-0.3618404298,-0.6325343234,0.6336747913,0.2440817964,-0.25810044,1.5895822097,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,63
35,-1.1850587264,-0.8665115812,0.1163781044,-0.4452276399,-0.2619777519,-1.2186044388,0.3462794102,-0.7261223232,-0.6276429672,0.8587404293,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,5,65
36,0.0091314085,-0.4244596149,0.2503739875,-0.7362268581,-0.4816756433,1.1089021166,1.0852961045,-0.3488207212,-1.1108908873,0.5353040669,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32833
37,-0.0121301369,-0.2269470341,-0.419605428,-0.8817264672,-0.6015108568,1.0946697113,0.8389572064,0.405782483,-0.371805833,0.549817237,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32834
38,-0.6889559997,-0.5749453907,-0.6875971942,-0.2997280308,-0.8411812837,-1.1057617974,0.5926183083,0.0823811098,-0.3149531365,1.2013549093,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,70
39,0.030392954,0.2339156542,-0.1516136618,0.0009711614,0.2573081731,0.592977427,0.5515618253,1.1064854583,0.1682947836,0.7296768808,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,71
40,0.104808363,-0.2175416732,0.6523616368,-0.1978783044,0.6767314203,0.6605813518,1.2905785195,-0.1332198057,-1.2814489768,0.6742158379,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,76
41,-0.0936327277,-0.3962435319,-0.8215930773,0.6799693373,1.0961546674,-0.0815369209,0.6747312743,0.3518822542,-0.2296740918,1.4475604737,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,79
42,0.4520802716,-0.5655400297,-0.8215930773,0.5732696239,1.8950560905,0.8822002333,0.5515618253,0.1901815675,-0.25810044,0.7654414786,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32849
43,0.4520802716,-0.0576505364,-0.8215930773,0.8642688421,1.8950560905,0.854243723,0.5926183083,0.7291838562,-0.0022633058,0.7944678188,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32851
44,0.0197621812,-1.1956992158,0.1163781044,-0.1251284998,0.9563469183,0.1446566622,-0.4337937671,-0.7261223232,0.0545893906,1.2417844546,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,84
45,0.0906339993,2.0397449637,0.5183657537,-0.3239779656,1.1560722741,0.2224265908,-1.0496410123,-0.9417232387,0.3672792213,1.1671452941,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,86
46,0.4060135899,0.0269977125,-0.9555889604,1.3007676695,1.635413128,0.8120548075,0.5105053422,0.836984314,0.1398684354,0.8380073291,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32854
47,-0.118437864,-1.1580777718,-0.8215930773,1.543267018,0.357170851,-0.0932278252,-0.06428542,0.1362813387,0.2820001766,1.5076864641,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,88
48,0.3918392263,0.4408335959,-1.4915724927,1.7372664968,1.5555229857,0.769865892,0.0999405121,0.8908845429,0.5378373108,0.8815468395,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32857
49,0.4060135899,0.365590708,-1.4915724927,1.8827661059,1.635413128,0.7561417869,0.1409969951,0.8908845429,0.5378373108,0.8960600096,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32858
50,0.3705776808,-0.5279185857,-0.2856095449,1.6984666011,0.0575828173,0.7281852767,0.7979007234,-0.1332198057,-0.6844956637,0.9256046773,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32860
51,-0.9653560903,2.0021235197,-0.1516136618,-0.8477765584,-0.6214833923,-1.1235523039,-0.6801326652,-0.2949204923,0.5094109625,0.7685514436,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,93
52,0.8454188621,0.2997531811,-0.1516136618,-0.6489270927,-0.8611538193,1.8139144757,0.4283923762,1.2142859161,0.3104265248,-0.4215285052,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,94
53,0.0906339993,-1.035808079,-0.419605428,0.2580204708,1.1560722741,0.1914202794,0.0588840291,-0.2949204923,-0.0875423506,1.2210513545,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,96
54,0.3599469081,-1.2145099378,-0.6875971942,1.213467904,0.1175004241,0.6727805563,-0.187454869,0.0284808809,0.3104265248,0.9841756852,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32864
55,-0.1078070913,-0.6501882786,-1.0895848435,1.4608172395,0.4170884577,-0.0774705194,0.3462794102,0.405782483,0.0830157389,1.5149430492,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,98
56,0.3245109991,-1.2239152987,-0.6875971942,0.9903685034,0.0575828173,0.644824046,-0.187454869,0.0284808809,0.3388528731,1.0132020254,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32866
57,-0.9476381358,-1.0075919961,-0.5536013111,-0.2512281611,-0.4816756433,-1.0833965891,0.0999405121,-0.1332198057,-0.0022633058,0.7130904007,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,100
58,0.5796495442,-0.9041330252,-0.6875971942,0.5296197412,-0.4816756433,1.30866409,0.2641664441,-0.0793195768,-0.1159686988,0.0895424136,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,101
59,0.3351417718,2.0021235197,-0.8215930773,0.88366879,0.1175004241,0.631099941,-0.3106243181,0.2440817964,0.5378373108,1.0277151955,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,32867
60,-0.5613867271,-0.9323491082,-0.2856095449,-0.4452276399,-0.9010988904,-0.8302630961,0.2231099611,-0.40272095,-0.2865267883,1.091987806,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,103
61,0.28907509,-0.4526756978,-1.0895848435,0.0785709529,0.1175004241,0.5213071006,0.4694488592,0.4596827119,-0.0022633058,1.1458938664,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32875
62,0.1012647721,1.9456913538,0.1163781044,0.3259202884,0.9763194539,0.3306945306,-0.9675280463,-0.40272095,0.6515427037,1.1127209062,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,109
63,0.2323776355,0.2433210152,-1.2235807265,-0.2415281871,-0.2020601452,0.4537031758,0.2641664441,0.9447847717,0.4241319178,1.219496372,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32880
64,-0.2920738184,1.795205578,-0.9555889604,0.4859698584,-0.3218953587,-0.4551375582,-0.3927372841,0.5135829408,0.7652480967,1.3387116978,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,113
65,0.2430084082,0.1304566834,-0.419605428,-0.3870277962,-0.1421425385,0.4262549657,0.5926183083,0.9447847717,0.0830157389,1.2490410397,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32882
66,0.2075724992,-0.1611095072,-0.1516136618,-0.4452276399,-0.0822249317,0.399823356,0.9621266554,0.405782483,-0.5707902707,1.2785857074,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32884
67,0.5229520897,-0.8288901373,0.1163781044,-0.0087288125,0.4570335289,1.2649502739,0.4283923762,-0.7800225521,-0.7413483602,0.1719564867,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,117
68,0.0551980903,-0.7818633324,-0.9555889604,0.2580204708,0.357170851,0.5726454195,0.3462794102,0.1901815675,-0.0306896541,0.8763635644,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,118
69,0.1615058174,-0.2833792001,0.3843698706,-0.5713273011,-0.3418678942,0.3728834461,1.2084655535,-0.1332198057,-1.1393172356,1.3081303751,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32886
70,0.0091314085,-1.1674831328,-0.0176177787,0.4277700148,0.0975278885,0.4948754909,-0.3516808011,-0.6722220944,-0.0022633058,0.9743274626,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,120
71,0.0906339993,-0.0200290924,-0.0176177787,-0.760476793,-0.54159325,0.3327277313,0.9210701724,0.6752836274,-0.4002321812,1.3527065404,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32889
72,-0.0581968187,-0.2081363122,0.7863575199,-1.0272260763,-0.6015108568,0.9889432725,1.2905785195,-0.1871200345,-1.309875325,0.4917645566,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,124
73,0.0091314085,-0.3774328099,-1.2235807265,-1.0272260763,-0.8012362125,0.266648707,0.3873358932,0.5674831696,0.1682947836,1.427345701,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32894
74,0.2075724992,-0.5467293077,-0.9555889604,1.4996171353,1.2159898809,0.3779664479,0.5105053422,0.3518822542,-0.0875423506,1.1438205564,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,127
75,-0.0014993642,-0.9041330252,-1.3575766096,-1.1727256855,-0.8012362125,0.2534329022,0.1409969951,0.4596827119,0.3104265248,1.4418588711,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32895
76,-0.6747816361,-0.1517041463,0.9203534029,-0.8477765584,-0.3019228231,-0.7870575802,1.3316350026,-0.1332198057,-1.3667280215,0.8395623116,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,129
77,-0.0014993642,-1.1486724109,-0.5536013111,-1.0272260763,-0.8012362125,0.2142937878,-0.105341903,-0.1871200345,0.1398684354,1.4864350364,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32898
78,-0.0014993642,-1.3273742696,-0.1516136618,-0.8817264672,-0.54159325,0.1751546734,-0.5980196992,-0.3488207212,0.3957055696,1.5315295293,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32901
79,0.3705776808,-0.8006740543,0.6523616368,-0.7119769233,-0.401785501,1.1668483379,0.5105053422,-1.2651246119,-1.1393172356,0.350261148,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,134
80,0.3812084535,1.9268806318,-0.1516136618,-1.0272260763,-0.7413186058,1.3472949042,-0.8033021143,-0.1332198057,0.679969052,0.1823230368,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,137
81,-0.0014993642,2.0115288807,-0.5536013111,-0.7119769233,-0.4816756433,0.1238163545,-0.4337937671,0.0284808809,0.5378373108,1.4947282765,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32905
82,-0.0263045005,-0.9229437472,-0.6875971942,-0.5228274314,-0.2819502875,0.0856938405,0.2231099611,-0.0254193479,-0.0591160023,1.4563720412,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32908
83,-0.0475660459,-0.7066204445,-0.9555889604,-0.4452276399,-0.4617031077,0.073494636,0.3873358932,0.2440817964,-0.0306896541,1.4434138536,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32909
84,-0.0475660459,1.9550967148,-1.2235807265,-0.2512281611,-0.3418678942,0.0358804222,-0.146398386,0.5135829408,0.566263659,1.4055759458,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32912
85,-0.0475660459,-1.1580777718,-1.4915724927,-0.1978783044,-0.401785501,0.0231729175,0.0178275461,0.5674831696,0.452558266,1.3931360857,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32913
86,-0.3771200001,-0.0576505364,-1.3575766096,0.0009711614,-0.162115074,-0.517150181,0.3052229272,0.7830840851,0.3388528731,1.0194219555,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,146
87,-0.0475660459,-0.9041330252,-1.2235807265,-0.0669286562,-0.3418678942,-0.0017337916,0.1820534781,0.3518822542,0.1967211319,1.3677380381,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32915
88,1.0899266345,0.7418051475,-0.2856095449,0.88366879,0.5768687424,1.4987683599,-0.3927372841,1.4837870604,1.1632169721,-0.8082008231,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,148
89,-0.0581968187,-0.9605651911,-1.3575766096,-0.0087288125,-0.401785501,-0.0139329961,0.1409969951,0.4596827119,0.3104265248,1.355298178,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32916
90,-0.0581968187,-0.7630526104,-1.0895848435,-0.0087288125,-0.5216207144,-0.0383314051,0.3052229272,0.2979820253,0.0545893906,1.3299001303,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32918
91,-0.0723711823,-0.5937561126,-0.6875971942,-0.0087288125,-0.6015108568,-0.0505306095,0.5926183083,0.1362813387,-0.2865267883,1.3174602702,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32919
92,-0.0936327277,-0.3680274489,-0.6875971942,-0.0087288125,-0.7213460702,-0.062729814,0.7157877573,0.3518822542,-0.2865267883,1.3050204101,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32920
93,0.28907509,1.9550967148,-0.419605428,1.1940679561,-0.0822249317,0.6122928341,-0.5980196992,-0.0254193479,0.6231163555,1.0126836979,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,157
94,-0.1361558186,-0.5091078638,-1.2235807265,-0.0378287344,-0.2420052163,-0.1222009359,0.3873358932,0.5135829408,0.1114420871,1.2433394371,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32925
95,-0.9901612266,-0.7818633324,0.1163781044,0.2095206011,-0.4217580366,-1.0351080714,0.5515618253,-0.7800225521,-0.8266274049,0.3165698603,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,159
96,-0.2070276367,-0.4338649759,-0.9555889604,-0.4452276399,-0.2819502875,-0.1918380615,0.5105053422,0.405782483,-0.0591160023,1.1697369316,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32931
97,-0.267268682,-0.0200290924,-0.5536013111,-0.7119769233,-0.4816756433,-0.2370767781,0.7568442403,0.7291838562,-0.1443950471,1.1215324737,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32935
98,0.7072188168,0.4502389569,0.1163781044,0.6896693112,0.5169511356,1.2639336735,0.1409969951,1.4298868316,0.6231163555,-0.7962792905,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,170
99,-0.3133353638,0.5066711228,0.3843698706,-0.8817264672,-0.54159325,-0.3128135059,-0.023228937,1.4837870604,0.7652480967,1.0380817456,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32942
100,1.2068651344,-1.1862938548,-0.8215930773,0.6023695457,1.0362370607,0.7871480983,-0.105341903,0.1362813387,0.3104265248,-1.0181234621,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,175
101,-0.306248182,0.3279692641,-0.2856095449,-0.760476793,-0.3818129654,-0.3336538136,0.3873358932,1.2142859161,0.3957055696,1.0147570079,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32944
102,0.4272751353,1.3813696946,1.054349286,0.0252210962,1.7552483415,0.9945345745,-2.4866179179,0.5135829408,2.1865655088,0.7358968109,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,178
103,-0.3487712729,-0.0858666193,0.7863575199,-0.8817264672,-0.401785501,-0.3738095283,1.2495220365,0.1362813387,-1.0824645391,0.9681075326,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32948
104,0.7532854985,-1.064024162,-0.2856095449,1.7372664968,-0.54159325,1.5994117968,-0.023228937,-0.4566211789,-0.1159686988,-0.0042748646,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,183
105,-0.4621661818,-0.9887812741,-1.2235807265,-1.1727256855,-0.8012362125,-0.4226063463,0.0999405121,0.3518822542,0.2820001766,0.9110915072,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32953
106,-1.1212740901,-0.321000644,-1.0895848435,0.5732696239,-0.022307325,-1.379735598,0.5105053422,0.5674831696,0.0261630424,-0.0136047597,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,189
107,0.5690187715,0.2997531811,0.2503739875,0.1270708226,1.8950560905,1.5475651778,0.4694488592,1.2142859161,0.2251474801,0.3041300002,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,192
108,-0.4409046364,-0.6972150835,-0.2856095449,-0.3482279005,-0.2819502875,-0.5181667814,0.5926183083,-0.2949204923,-0.5423639225,0.7887662163,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32964
109,-0.4657097727,-0.8665115812,-0.419605428,-0.2900280568,-0.4417305721,-0.5257912842,0.3052229272,-0.2410202634,-0.2865267883,0.7778813387,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32965
110,0.8595932257,1.080398143,-1.2235807265,1.8245662623,3.3929962589,1.5058845625,-0.2695678351,0.9986850006,0.9073798379,0.0962806711,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,198
111,0.3351417718,1.8516377439,-0.6875971942,-0.2512281611,-0.022307325,0.5721371193,-0.5980196992,0.2440817964,0.7652480967,1.3257535102,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,199
112,-0.4727969545,2.0491503247,-0.419605428,-0.1978783044,-0.3818129654,-0.5410402898,-0.4748502501,-0.1332198057,0.452558266,0.756629911,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32967
113,0.2075724992,1.6729358852,0.9203534029,-0.4452276399,0.0575828173,1.3000229868,-2.1581660538,-0.3488207212,1.5327594993,0.5798802322,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,201
114,-0.4479918182,1.9268806318,-0.8215930773,-0.1542284217,-0.2220326808,-0.5628971978,-0.3927372841,0.2979820253,0.6515427037,0.7244936058,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32970
115,-0.4515354091,-0.9605651911,-1.3575766096,-0.1542284217,-0.1221700029,-0.5695051003,0.1409969951,0.4596827119,0.3104265248,0.7141270557,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32971
116,1.1607984526,-0.9229437472,0.2503739875,1.1746680082,2.0748089107,0.7063283686,0.1820534781,-0.9956234676,-0.6560693154,-0.7050536498,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,204
117,0.5229520897,0.4408335959,0.1163781044,-0.590727249,-0.8411812837,1.1353337263,0.1409969951,1.4298868316,0.6231163555,-0.4137535927,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,205
118,-0.4657097727,0.365590708,-1.3575766096,-0.1251284998,0.0176377462,-0.5832292053,0.1820534781,0.9447847717,0.5094109625,0.6933939556,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32973
119,1.1962343616,-0.8571062203,-0.2856095449,2.5084144251,-0.8012362125,0.5182572995,0.3462794102,-0.4566211789,-0.4286585295,-0.7833211029,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,1,207
120,0.28907509,-0.0294344534,1.054349286,-0.5567773402,0.1774180308,1.5663722847,1.2495220365,0.1901815675,-1.1393172356,0.3409312529,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,208
121,-0.4692533636,-0.8477008593,-0.419605428,-0.3482279005,-0.0023347894,-0.5954284098,0.3462794102,-0.2410202634,-0.3149531365,0.6726608554,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32975
122,-0.5011456818,-0.8288901373,-0.419605428,-0.5567773402,-0.1021974673,-0.6076276143,0.3873358932,-0.2949204923,-0.3433794848,0.6519277552,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,32977
123,0.625716226,1.7105573291,1.054349286,0.9758185425,2.4143420156,1.3066308892,-2.1581660538,-0.5105214078,1.4190541063,0.7058338156,0.5472454751,-0.1004022133,-0.3813779367,-0.3211603342,2,213
